Docente,Categoria,Programa,Idlattes
Cynthia Roncaglio,Permanente,Ciências da Informação,7471330631188406
Antonio Pedro de Mello Cruz,Colaborador,Ciências do Comportamento,7476715274460549
Luciana Saboia Fonseca,Permanente,Arquitetura e Urbanismo,7477058101351856
Maria Lucia Pinto Leal,Permanente,Política Social,7482352636292335
Vander Ramos Alves,Permanente,Informática,7500979195469357
Marcus Vinicius Soares Siqueira,Permanente,Administração,7501208288903515
Claudia Costa Brochado,Permanente,História,7502810886357127
Cristine Alves Costa de Jesus,Permanente,Enfermagem,7518120034613984
Antonio Eduardo Gomes,Permanente,Estatistica,7552109776023187
Maria Fernanda Nince Ferreira,Colaborador,Meio Ambiente e Desenvolvimento Rural,7553469356320921
Maria Fernanda Nince Ferreira,Permanente,Profbio Ensino de Biologia Em Rede Nacional,7553469356320921
Juarez Jose Tuchinski Dos Anjos,Permanente,Educação,7560916850762011
Alvaro Nogueira de Souza,Permanente,Ciências Florestais,7564343207826298
Adriana Almeida Sales de Melo,Permanente,Educação,7571440852975071
Viviane de Melo Resende,Permanente,Desenvolvimento Sociedade e Cooperação Internacional,7571778261390094
Viviane de Melo Resende,Permanente,Lingüística,7571778261390094
Talita de Almeida Fernandes,Permanente,Química,7581420895310326
Antonio Carlos Moraes Lessa,Permanente,Relações Internacionais,7585443845426041
Debora Cristina Rezende de Almeida,Permanente,Ciência Política,7594564368472785
Kelb Bousquet Santos,Permanente,Ciências e Tecnologias Em Saúde,7595932545639532
Rodrigo Miloni Santucci,Permanente,Geologia,7596452993796049
Ana Flavia Granja e Barros,Permanente,Relações Internacionais,7599253575479186
Fabio Moreira da Silva,Permanente,Tecnologias Química e Biológica,7599652290612173
Graciela Nora Doz de Carvalho,Permanente,Estruturas e Construção Civil,7606353024542498
Eloisa Dutra Caldas,Permanente,Ciências da Saúde,7610691318634782
Eloisa Dutra Caldas,Permanente,Ciências Farmacêuticas,7610691318634782
Sarah Silva Brum,Permanente,Tecnologias Química e Biológica,7612104033806948
Alexei Krassilnikov,Permanente,Matemática,7630240175041550
Maria da Gloria Lima,Permanente,Bioética,7632558699221555
Maria da Gloria Lima,Colaborador,Saúde Coletiva,7632558699221555
Camila Alves Areda,Permanente,Profnit - Propriedade Intelectual e Transferência de Tecnologia Para Inovação,7651755448043948
Itibere Saldanha Silva,Permanente,Agronegócios,7659261973671935
Ela Wiecko Volkmer de Castilho,Permanente,Direito,7669520117195056
Ela Wiecko Volkmer de Castilho,Permanente,Direitos Humanos e Cidadania,7669520117195056
Jose Roberto Dos Santos Politi,Permanente,Química,7682661539673935
Armando Azevedo Caldeira Pires,Permanente,Ciências Mecânicas,7685193163728288
Armando Azevedo Caldeira Pires,Permanente,Desenvolvimento Sustentável,7685193163728288
Henrique Llacer Roig,Permanente,Geociências Aplicadas e Geodinâmica,7716172007298209
Keti Tenenblat,Permanente,Matemática,7719709901343185
Patricia Nobrega Rodrigues Pereira,Permanente,Odontologia,7724831216979130
Ricardo de Oliveira Gaspar,Permanente,Ciências Florestais,7729328470427064
Nelba Azevedo Penna,Permanente,Geografia,7762550938015741
Gladys Plens de Quevedo Pereira de Camargo,Permanente,Lingüística Aplicada,7766366571371757
Edlene Oliveira Silva,Permanente,História,7786936638508354
Claudia Nalon,Permanente,Informática,7793795625581127
Geovana Lorena Bertussi,Colaborador,Economia,7807516727155977
Geovana Lorena Bertussi,Permanente,Economia,7807516727155977
Juliana Barreiros Porto,Permanente,Psicologia Social do Trabalho e das Organizações,7808401969478108
Fernando Luiz Araujo Sobrinho,Permanente,Geografia,7810411653917702
Rita de Cassia Coelho de Almeida Akutsu,Permanente,Nutrição Humana,7811575495155414
Liliane Campos Machado,Permanente,Educação,7852766372217678
Bruno Vinicius Ramos Fernandes,Permanente,Ciências Contábeis,7857541952954212
Bruno Vinicius Ramos Fernandes,Permanente,Contabilidade - Unb - Ufpb - Ufrn,7857541952954212
Jhon Nero Vaz Goulart,Permanente,Integridade de Materiais da Engenharia,7863382021033244
Marcio Andre Veras Machado,Permanente,Contabilidade - Unb - Ufpb - Ufrn,7863514939024209
Guilherme Novaes Ramos,Permanente,Computação Aplicada,7879595143050087
Carlos Henrique Magalhaes de Lima,Colaborador,Arquitetura e Urbanismo,7899321988947015
Patricia Guarnieri,Permanente,Administração,7909091619260597
Patricia Guarnieri,Permanente,Agronegócios,7909091619260597
Miguel Angelo Marini,Permanente,Ecologia,7912919431438847
Miguel Angelo Marini,Permanente,Zoologia,7912919431438847
Antonio Luiz de Melo,Permanente,Matemática Em Rede Nacional,7916809389452643
Tairone Paiva Leao,Permanente,Agronomia,7920357457851780
Joao Vianney Cavalcanti Nuto,Permanente,Literatura,7927469344043512
Marcia Abrahao Moura,Permanente,Geologia,7932630248326441
Marilia Fonseca,Colaborador,Educação,7970059760748515
Carlos Eduardo Vidigal,Colaborador,História,7970825298556355
Mathieu Turgeon,Permanente,Ciência Política,7972241411869528
Edi Mendes Guimaraes,Permanente,Geociências Aplicadas e Geodinâmica,7977703126433975
Edi Mendes Guimaraes,Permanente,Geologia,7977703126433975
Janeth de Oliveira Silva,Colaborador,Ciências Farmacêuticas,7978559830274040
Maria Elenita Menezes Nascimento,Colaborador,Turismo,7980249454439837
Terezinha de Camargo Viana,Permanente,Psicologia Clínica e Cultura,7985767105576137
Francisco Damasceno Freitas,Permanente,Engenharia Elétrica,7997341055520362
Iara Lucia Gomes Brasileiro,Colaborador,Turismo,8024530074077050
Demetrio Antonio da Silva Filho,Permanente,Física,8032106763743620
Janaina Goncalves Guimaraes,Permanente,Engenharia de Sistemas Eletrônicos e de Automação,8032871065166582
Luciana Ansaneli Naves,Permanente,Ciências da Saúde,8041946919813405
Paola Ferreira Barbosa,Permanente,Geologia,8042892531836959
Reginaldo Guiraldelli,Permanente,Política Social,8043417582597742
Maria Margaret Lopes,Permanente,Ciências da Informação,8046282601245273
Andre Moraes Nicola,Permanente,Medicina Tropical,8056075455762617
Janann Joslin Medeiros,Permanente,Administração,8058567557189198
Marcelo Mari,Permanente,Artes,8059077343813699
Soraia Maria Silva,Permanente,Artes,8082321073503343
Soraia Maria Silva,Permanente,Artes Cênicas,8082321073503343
Maria das Gracas Torres da Paz,Colaborador,Psicologia Social do Trabalho e das Organizações,8085242299782374
Sulian Vieira Pacheco,Colaborador,Artes Cênicas,8105375243972897
Guilherme Martins Santos,Permanente,Patologia Molecular,8109499519249042
Patricia Fernandes Lootens Machado,Permanente,Educação Em Ciências,8111963521574324
Patricia Fernandes Lootens Machado,Permanente,Ensino de Ciências,8111963521574324
Dermeval Aparecido do Carmo,Permanente,Geologia,8122216066711317
Lucio Flavio de Alencar Figueiredo,Colaborador,Botânica,8128944891156907
Isabela Machado da Silva,Permanente,Psicologia Clínica e Cultura,8135392782390389
Zulmira Guerrero Marques Lacava,Permanente,Biologia Animal,8139627239707745
Zulmira Guerrero Marques Lacava,Permanente,Nanociência e Nanobiotecnologia,8139627239707745
Zulmira Guerrero Marques Lacava,Permanente,Patologia Molecular,8139627239707745
Jose Roberto Pujol Luz,Permanente,Ecologia,8145524739608644
Jose Roberto Pujol Luz,Permanente,Zoologia,8145524739608644
Abdelhak Razky,Colaborador,Lingüística,8153913927369006
Gerson Brea,Permanente,Metafísica,8154742749875889
Celia Maria Dos Santos Ladeira Mota,Permanente,Comunicação,8159141611308695
Eder de Souza Martins,Permanente,Ciências Ambientais,8160265101709215
Eder de Souza Martins,Permanente,Geografia,8160265101709215
Jose Eduardo Pandossio,Colaborador,Ciências do Comportamento,8164601619932565
Sergio Araujo de Sa,Colaborador,Comunicação,8165648328852615
Antonio Piratelli Filho,Colaborador,Sistemas Mecatrônicos,8167043702154152
Emerson Dionisio Gomes de Oliveira,Permanente,Artes,8175059045027748
Emerson Dionisio Gomes de Oliveira,Colaborador,Ciências da Informação,8175059045027748
Yris Maria Fonseca,Permanente,Ciências Farmacêuticas,8189302474813202
Marina Regina Frizzas,Permanente,Ecologia,8206427476887399
Marina Regina Frizzas,Permanente,Zoologia,8206427476887399
Mauro Luiz Rabelo,Colaborador,Matemática Em Rede Nacional,8215637466536468
Estevao Chaves de Rezende Martins,Permanente,História,8217850863705574
Fernando Araripe Goncalves Torres,Permanente,Biotecnologia e Biodiversidade - Rede Pró-Centro-Oeste,8228010543041248
Fernando Araripe Goncalves Torres,Permanente,Ciências Biológicas,8228010543041248
Fernando Araripe Goncalves Torres,Permanente,Tecnologias Química e Biológica,8228010543041248
Claudia Rosane Roesler,Permanente,Direito,8239120259275298
Carolyn Elinore Barnes Proenca,Permanente,Botânica,8243382046974477
Joel Camargo Rubim,Permanente,Química,8243497871129180
Michelle Machado de Oliveira,Colaborador,Lingüística,8246575192580761
Gilberto Tedeia,Colaborador,Filosofia,8253402726106794
Jorge Luiz de Almeida Ferreira,Permanente,Ciências Mecânicas,8270098064510774
Jorge Luiz de Almeida Ferreira,Permanente,Integridade de Materiais da Engenharia,8270098064510774
Luiz Guilherme de Oliveira,Permanente,Desenvolvimento Sociedade e Cooperação Internacional,8270727532393747
Luiz Guilherme de Oliveira,Permanente,Estudos Comparados Sobre As Américas,8270727532393747
Sebastien Olivier Charneau,Permanente,Patologia Molecular,8277480634856246
Lana Magaly Pires,Colaborador,Turismo,8278212437792419
Raimundo de Araujo Bastos Junior,Permanente,Matemática,8281268008383429
Raimundo de Araujo Bastos Junior,Permanente,Matemática Em Rede Nacional,8281268008383429
Wiliam Ferreira da Cunha,Permanente,Física,8282785379876019
Araken Dos Santos Werneck Rodrigues,Permanente,Ciências e Tecnologias Em Saúde,8284580324684873
Orlene Lucia de Saboia Carvalho,Permanente,Lingüística,8285106083063347
Joao Luiz Quagliotti Durigan,Permanente,Ciências da Reabilitação,8295870661549352
Joao Luiz Quagliotti Durigan,Colaborador,Ciências e Tecnologias Em Saúde,8295870661549352
Joao Luiz Quagliotti Durigan,Permanente,Educação Física,8295870661549352
Edson Silva de Farias,Permanente,Sociologia,8296375817062543
Gabriela de Souza Tenorio,Colaborador,Arquitetura e Urbanismo,8302669735998016
Maria Cristina de Carvalho Cascelli de Azevedo,Permanente,Profartes,8309563814281866
Fernando Luis Gonzalez Rey,Permanente,Educação,8317820386729646
Cesar Ricardo Siqueira Bolaño,Colaborador,Comunicação,8320476763564207
Juan Felix Rodriguez Rebolledo,Permanente,Geotecnia,8320758938514935
Miriam Paula Manini,Permanente,Ciências da Informação,8356225456381660
Cirano Jose Ulhoa,Permanente,Biotecnologia e Biodiversidade - Rede Pró-Centro-Oeste,8368469162867277
Sonia Maria de Freitas,Permanente,Ciências Biológicas,8369464483722617
Heliana Dantas Mestrinho,Colaborador,Ciências da Saúde,8372018695292334
Danglei de Castro Pereira,Permanente,Literatura,8377774749228753
Maria Lidia Bueno Fernandes,Permanente,Educação,8377837114154610
Ildeu Soares Martins,Permanente,Ciências Florestais,8380544778619327
Sergio Koide,Permanente,Tecnologia Ambiental e Recursos Hídricos,8413363221180170
Fernando Ferreira Carneiro,Permanente,Saúde Coletiva,8414094465792735
Jorge Katsumi Niyama,Permanente,Ciências Contábeis,8414181237081323
Jorge Katsumi Niyama,Permanente,Contabilidade - Unb - Ufpb - Ufrn,8414181237081323
Enea de Stutz e Almeida,Colaborador,Direito,8418270568425466
Andre Luiz Aquere de Cerqueira e Souza,Colaborador,Estruturas e Construção Civil,8424412648258972
Arthur Alfaix Assis,Permanente,História,8429201333920233
Adriana Pereira Ibaldo,Permanente,Ensino de Física - Profis,8432921277413700
Maria da Conceicao Sampaio de Sousa,Colaborador,Economia,8443685733045336
Jorge Carlos Lucero,Permanente,Informática,8444332296327124
Jorge Carlos Lucero,Colaborador,Matemática,8444332296327124
Aderson Luiz Costa Junior,Permanente,Psicologia Clínica e Cultura,8453653858020733
Luciana Hartmann,Permanente,Artes Cênicas,8454367473690262
Samuel Jose Simon Rodrigues,Permanente,Filosofia,8456986667014127
Mauricio Ayala Rincon,Permanente,Informática,8466420403941522
Mauricio Ayala Rincon,Permanente,Matemática,8466420403941522
Edson Eyji Sano,Permanente,Ciências Ambientais,8478741766449896
Edson Eyji Sano,Permanente,Geociências Aplicadas e Geodinâmica,8478741766449896
Ismael Victor de Lucena Costa,Colaborador,Ciências de Materiais,8484158668996204
Maria do Carmo de Lima Bezerra,Permanente,Arquitetura e Urbanismo,8485430007155664
Sandra Maria da Luz,Permanente,Ciências Mecânicas,8496203489725993
Sandra Maria da Luz,Permanente,Integridade de Materiais da Engenharia,8496203489725993
Gustavo Adolfo Sierra Romero,Permanente,Medicina Tropical,8497079129889221
Joao Paulo Faria Tasso,Permanente,Turismo,8501815511514126
Guilherme Martins Gelfuso,Permanente,Ciências da Saúde,8506679736729803
Guilherme Martins Gelfuso,Permanente,Ciências Farmacêuticas,8506679736729803
Heloisa Maria Moreira Lima de Almeida Salles,Permanente,Lingüística,8514071793620267
Erlando da Silva Reses,Permanente,Educação,8519891607184656
Andre Costa Drummond,Colaborador,Computação Aplicada,8525132522308309
Andre Costa Drummond,Permanente,Informática,8525132522308309
Claudio Gottschalg Duque,Permanente,Ciências da Informação,8531105272766089
Cayo Vinicius Honorato da Silva,Permanente,Artes,8539725380344782
Celia Maria de Almeida Soares,Colaborador,Patologia Molecular,8539946335852637
Alexandre Rodrigues Caetano,Permanente,Ciências Animais,8541586871435816
Gustavo de Castro da Silva,Colaborador,Artes,8544052996023384
Gustavo de Castro da Silva,Permanente,Comunicação,8544052996023384
Luiz Antonio Soares Romeiro,Permanente,Ciências Farmacêuticas,8557989163692309
Luiz Antonio Soares Romeiro,Permanente,Medicina Tropical,8557989163692309
Luiz Antonio Soares Romeiro,Permanente,Profnit - Propriedade Intelectual e Transferência de Tecnologia Para Inovação,8557989163692309
Joaquim Pereira Brasil Neto,Permanente,Ciências da Saúde,8559582554696467
Roberta Mary Vidotti,Permanente,Geociências Aplicadas e Geodinâmica,8572311134832725
Roberta Mary Vidotti,Permanente,Geologia,8572311134832725
Gladston Luiz da Silva,Permanente,Computação Aplicada,8573711116569707
Marcelo Fragomeni Simon,Permanente,Botânica,8588589377152882
Marcelo Fragomeni Simon,Colaborador,Ecologia,8588589377152882
Luis Tadeu Assad,Colaborador,Desenvolvimento Sustentável,8591713138666187
Claudia Maffini Griboski,Permanente,Educação,8591794479271650
Flávia Millena Biroli Tokarski,Permanente,Ciência Política,8594255215633547
Jacir Luiz Bordim,Permanente,Computação Aplicada,8594325955153756
Jacir Luiz Bordim,Permanente,Informática,8594325955153756
Tatiana Barbosa Rosado,Permanente,Ciências Ambientais,8615282232921106
Argemiro Cardoso Moreira Martins,Permanente,Direito,8630133614551161
Kellcio Oliveira Araujo,Permanente,Matemática Em Rede Nacional,8640060657133252
Anderson Ribeiro Oliva,Permanente,História,8651679362360561
Ivan Manoel Rezende do Valle,Colaborador,Arquitetura e Urbanismo,8653037550466873
Andre Nunes,Colaborador,Ciências Contábeis,8684723387252795
Andre Nunes,Permanente,Gestão Pública,8684723387252795
Arsen Melikyan,Colaborador,Física,8691774348986402
Alexandre Hahn,Permanente,Filosofia,8696570432003360
Pedro Luiz Costa Cavalcante,Permanente,Administração,8696854229474275
Ugo Silva Dias,Permanente,Engenharia Elétrica,8701122785988842
Maria Clarisse Vieira,Permanente,Educação,8701989467105177
Adelaida Pallavicini Fonseca,Permanente,Transportes,8704127340153694
Marco Aurelio Goncalves de Oliveira,Permanente,Engenharia Elétrica,8709856465061922
Janice Lisboa de Marco,Permanente,Biologia Microbiana,8711506872040687
Sinara Pollom Zardo,Permanente,Direitos Humanos e Cidadania,8712442846699651
Helton Saulo Bezerra Dos Santos,Permanente,Estatistica,8716845051198548
Rodrigo Pires de Campos,Permanente,Desenvolvimento Sociedade e Cooperação Internacional,8718825654332189
Alexandre Fonseca,Permanente,Química,8731141058928409
Luis Alexandre Muehlmann,Permanente,Nanociência e Nanobiotecnologia,8735458741337698
Aline Pic,Permanente,Biologia Animal,8739951817243849
Aline Pic,Permanente,Ciências da Saúde,8739951817243849
Orlando Ayrton de Toledo,Permanente,Odontologia,8741897159231982
Maria Suely Pedrosa Mundim,Colaborador,Ensino de Física - Profis,8750521904008311
David Bretanha Junker,Permanente,Música,8759811500989529
Jonatas Maia da Costa,Permanente,Educação Física,8760145625809070
Leandro Martins Cioletti,Permanente,Matemática,8762690772048301
Jose Roberto Rodrigues Pinto,Permanente,Botânica,8763062952090544
Jose Roberto Rodrigues Pinto,Permanente,Ciências Florestais,8763062952090544
Massimo Matteini,Permanente,Geologia,8775059051713318
Ana Carolina Pereira Zoghbi,Colaborador,Economia,8782452856845084
Ana Carolina Pereira Zoghbi,Permanente,Economia,8782452856845084
Mauricio Homem de Mello,Permanente,Ciências Farmacêuticas,8782974914845411
Luciano Grudtner Buratto,Permanente,Ciências do Comportamento,8784162002608095
Mariana Guerra,Permanente,Ciências Contábeis,8787862553284096
Kleber Melo e Silva,Permanente,Engenharia Elétrica,8795500242651581
Alba Baleria Rezende,Permanente,Ciências Florestais,8798342921398977
Paulo Augusto Pettenuzzo de Britto,Permanente,Ciências Contábeis,8801317938905787
Paulo Augusto Pettenuzzo de Britto,Permanente,Regulação e Gestão de Negócios,8801317938905787
Silviane Bonaccorsi Barbato,Permanente,Processos de Desenvolvimento Humano e Saúde,8809856521908528
Gabriela Bielefeld Nardoto,Permanente,Ciências Ambientais,8810933110861108
Gabriela Bielefeld Nardoto,Permanente,Ecologia,8810933110861108
Pedro Roitman,Permanente,Matemática,8811153262385805
Carla Maria Medeiros Y Araujo,Permanente,Ensino de Ciências,8836517627933077
Carla Maria Medeiros Y Araujo,Permanente,Profbio Ensino de Biologia Em Rede Nacional,8836517627933077
Aline Gomes da Silva Pinto,Colaborador,Matemática,8841889590325121
Aline Gomes da Silva Pinto,Permanente,Matemática Em Rede Nacional,8841889590325121
Catarina Laboure Bemfica Toledo,Permanente,Geociências Aplicadas e Geodinâmica,8844630785096947
Catarina Laboure Bemfica Toledo,Permanente,Geologia,8844630785096947
Maria Francisca Pinheiro Coelho,Permanente,Sociologia,8850071573733513
Jake Carvalho do Carmo,Permanente,Educação Física,8850603018835560
Jake Carvalho do Carmo,Permanente,Engenharia de Sistemas Eletrônicos e de Automação,8850603018835560
Analia Laura Soria Batista,Colaborador,Sociologia,8855304289295989
Newton Moreira de Souza,Permanente,Geotecnia,8863234872460861
Selma Alves Pantoja,Permanente,Desenvolvimento Sociedade e Cooperação Internacional,8875350549143747
Jose Marcio Carvalho,Permanente,Agronegócios,8877309815689234
Maria Hosana Conceicao,Permanente,Profnit - Propriedade Intelectual e Transferência de Tecnologia Para Inovação,8879904717342874
Diana Lucia Moura Pinho,Permanente,Ciências e Tecnologias Em Saúde,8904535792313647
Diana Lucia Moura Pinho,Permanente,Enfermagem,8904535792313647
Lidia Mara Aguiar Bezerra,Permanente,Ciências da Reabilitação,8907399765246809
Lidia Mara Aguiar Bezerra,Permanente,Educação Física,8907399765246809
Carlos Maber Carrion Riveros,Permanente,Matemática,8908621812866982
Christiano Del Cantoni Gati,Permanente,Profbio Ensino de Biologia Em Rede Nacional,8909213150280453
Geraldo Eustaquio Moreira,Permanente,Educação,8911881624400864
Geraldo Eustaquio Moreira,Permanente,Gestão Pública,8911881624400864
Wanderson Flor do Nascimento,Permanente,Bioética,8919296655781448
Wanderson Flor do Nascimento,Permanente,Metafísica,8919296655781448
Lauro Casqueiro Vianna,Permanente,Ciencias Medicas,8938493818956438
Lauro Casqueiro Vianna,Permanente,Educação Física,8938493818956438
Edileuza Fernandes da Silva,Permanente,Educação,8952690372824382
Jose Garrofe Dorea,Permanente,Bioética,8972789547941543
Jose Garrofe Dorea,Permanente,Ciências Ambientais,8972789547941543
Jose Garrofe Dorea,Permanente,Ciências da Saúde,8972789547941543
Dioney Moreira Gomes,Permanente,Lingüística,8981925310366979
Catarina Cecilia Odelius,Colaborador,Administração,8988225982215517
Cibele Queiroz da Silva,Permanente,Estatistica,8995012860364401
Paulo Anselmo Ziani Suarez,Permanente,Profnit - Propriedade Intelectual e Transferência de Tecnologia Para Inovação,8997745775645416
Paulo Anselmo Ziani Suarez,Permanente,Química,8997745775645416
Paulo Anselmo Ziani Suarez,Permanente,Tecnologias Química e Biológica,8997745775645416
Andre Noll Barreto,Permanente,Engenharia Elétrica,8999676470821349
Fabio Ferreira Monteiro,Colaborador,Ensino de Física - Profis,9000219428086548
Rafael Gabler Gontijo,Permanente,Ciências Mecânicas,9001080678314168
Luiz Carlos Spiller Pena,Permanente,Turismo,9003281527389155
Rivadavio Fernandes Batista de Amorim,Permanente,Ciencias Medicas,9011889325483137
Paulo Henrique de Souza Bermejo,Permanente,Administração,9012704117180126
Renato Pinto da Cunha,Permanente,Geotecnia,9013693430617718
Paulo Eduardo de Brito,Colaborador,Ciências de Materiais,9022648500703356
Alexandre Nascimento de Almeida,Permanente,Ciências Ambientais,9028104786496275
Alexandre Nascimento de Almeida,Permanente,Gestão Pública,9028104786496275
Maria Beatriz de Medeiros,Permanente,Artes,9031896312815301
Maria Beatriz de Medeiros,Colaborador,Artes Cênicas,9031896312815301
Remi Castioni,Permanente,Educação,9042288666288034
Ailton Teixeira do Vale,Permanente,Ciências Florestais,9046091156129405
Renata Cardoso de Sa Ribeiro Razuck,Permanente,Ensino de Ciências,9050587031421038
Kelly Cristiane da Silva,Permanente,Antropologia,9053593895999276
Lourdes Maria Bandeira,Permanente,Sociologia,9058232160701682
Jean Kleber de Abreu Mattos,Colaborador,Agronomia,9060811362708757
Rinaldo Wellerson Pereira,Colaborador,Patologia Molecular,9065501029560884
Waleska Valenca Manyari,Colaborador,Geografia,9066611120459129
Carolina Madeira Lucci,Permanente,Biologia Animal,9069808208981819
Carolina Madeira Lucci,Permanente,Nanociência e Nanobiotecnologia,9069808208981819
Marcelo Fagioli,Permanente,Agronomia,9070338849414583
Ricardo Bentes de Azevedo,Permanente,Biologia Animal,9072332484355315
Ricardo Bentes de Azevedo,Permanente,Nanociência e Nanobiotecnologia,9072332484355315
Cristiane da Silva Ferreira,Permanente,Botânica,9085673712269306
Mario Lucio de Avila,Permanente,Gestão Pública,9088430726723968
Mario Lucio de Avila,Permanente,Meio Ambiente e Desenvolvimento Rural,9088430726723968
Giuliano Sant Anna Marotta,Permanente,Geociências Aplicadas e Geodinâmica,9092459603648586
Maria Fernanda Farah Cavaton,Permanente,Educação,9096220421538153
Cleide Maria Quevedo Quixada Viana,Permanente,Educação,9100594747948487
Mario Diniz de Araujo Neto,Colaborador,Geografia,9114817474946995
Leonardo Lamas Leandro Ribeiro,Permanente,Educação Física,9122582351005452
Simone Rodrigues Pinto,Permanente,Estudos Comparados Sobre As Américas,9123636079585259
Alice Stefania Curi,Permanente,Artes Cênicas,9146481096222653
Said Najati Sidki,Permanente,Matemática,9155405919554880
Mariana de Souza Castro,Permanente,Biologia Animal,9162321378895527
Mariana de Souza Castro,Colaborador,Ciências Biológicas,9162321378895527
Pavel Zalesski,Permanente,Matemática,9177572441291520
Andre Luis Gomes,Permanente,Literatura,9178145717917135
Andre Luis Gomes,Permanente,Profartes,9178145717917135
Jose Felippe Beaklini Filho,Colaborador,Ensino de Física - Profis,9184692528918994
Lourdes Mattos Brasil,Permanente,Engenharia Biomédica,9190489069187153
Rodrigo de Melo Lameiras,Colaborador,Estruturas e Construção Civil,9194162024248712
Cristina Celia Silveira Brandao,Colaborador,Tecnologia Ambiental e Recursos Hídricos,9197059066518552
Jose Antonio Huamani Coaquira,Permanente,Física,9200128043346112
Jose Antonio Huamani Coaquira,Permanente,Nanociência e Nanobiotecnologia,9200128043346112
Cleudson Nery de Castro,Colaborador,Medicina Tropical,9210828061823370
Marcia Maria Gramkow,Colaborador,Desenvolvimento Sustentável,9211519035111324
Carina Costa de Oliveira,Permanente,Direito,9225038806582901
Adriana Maria Coimbra Horbe,Permanente,Geologia,9250333089025975
Evilasio da Silva Salvador,Permanente,Política Social,9255679876512606
Ivan Ricardo Gartner,Permanente,Administração,9261424583597337
Lucia Helena Soares e Silva,Colaborador,Botânica,9263787257720928
Lucia Helena Soares e Silva,Permanente,Profbio Ensino de Biologia Em Rede Nacional,9263787257720928
Ricardo Lopes de Queiroz,Permanente,Engenharia de Sistemas Eletrônicos e de Automação,9271885452744905
Ricardo Lopes de Queiroz,Permanente,Informática,9271885452744905
Leonardo Rodrigues Araujo Xavier de Menezes,Permanente,Engenharia Elétrica,9279262545449206
Rozana Reigota Naves,Permanente,Lingüística,9281265131392905
Ricardo Araujo,Colaborador,Literatura,9282430809993657
Alessandra Monteiro de Paula,Permanente,Agronomia,9293816616786808
Andre Luiz Marques Serrano,Permanente,Ciências Contábeis,9297412598307091
Maria de Lourdes Rollemberg Mollo,Permanente,Economia,9304278145225305
Maria de Lourdes Rollemberg Mollo,Colaborador,Economia,9304278145225305
Rita de Cassia de Almeida Castro,Permanente,Artes Cênicas,9306202861550555
Lucio Remuzat Renno Junior,Permanente,Ciência Política,9311310817226781
Lucas Conque Seco Ferreira,Permanente,Matemática Em Rede Nacional,9312332483222873
Vanda Alice Garcia Zanoni,Permanente,Arquitetura e Urbanismo,9313626132229535
Yuki Mukai,Permanente,Lingüística Aplicada,9318181290944393
Joao Batista Lopes Martins,Permanente,Química,9324906986142829
Ailton Reis,Colaborador,Fitopatologia,9332397384594058
Hilan Nissior Bensusan,Permanente,Filosofia,9357559677291016
Alcides Gatto,Permanente,Ciências Florestais,9363824507242645
Solange Dos Reis Amorim e Amato,Colaborador,Ensino de Física - Profis,9381252673204307
Andrea Donatti Gallassi,Permanente,Ciências e Tecnologias Em Saúde,9390283034185353
Paulo Sergio de Andrade Bareicha,Permanente,Profartes,9391413318630708
Ana Lucia Galinkin,Permanente,Psicologia Social do Trabalho e das Organizações,9399594685303081
Alex Leite Pereira,Colaborador,Biologia Microbiana,9401895478055960
Marilia Barros,Permanente,Ciências da Saúde,9427594798592909
Thiago Costa Chacon,Permanente,Lingüística,9436408230438152
Cintia Carla Moreira Schwantes,Permanente,Literatura,9443981715567191
Diego Marques Ferreira,Permanente,Matemática,9445345488826196
Diego Marques Ferreira,Colaborador,Matemática Em Rede Nacional,9445345488826196
Joaze Bernardino Costa,Permanente,Sociologia,9455103902642220
Marcelo Oliveira Rodrigues,Permanente,Ciências de Materiais,9457543286045091
Marcelo Oliveira Rodrigues,Permanente,Química,9457543286045091
Julia Sursis Nobre Ferro Bucher,Permanente,Psicologia Clínica e Cultura,9459333264901017
Maria Rita Carvalho Garbi Novaes,Permanente,Ciências da Saúde,9467256117507497
Andre Pacheco de Assis,Permanente,Geotecnia,9477887320208504
Elen Cristina Geraldes,Permanente,Comunicação,9494858512482573
Paulo Henrique Pereira da Costa,Colaborador,Matemática,9501243930214902
Judes Goncalves Dos Santos,Colaborador,Nanociência e Nanobiotecnologia,9503247246808549
Joao Paulo Dos Santos,Permanente,Matemática,9503575575613542
Joao Paulo Dos Santos,Colaborador,Matemática Em Rede Nacional,9503575575613542
Ruth Elias de Paula Laranja,Colaborador,Geografia,9524636602671805
Pedro Henrique Melo Albuquerque,Permanente,Administração,9529095506436166
Mauro Boianovsky,Permanente,Economia,9530550790953653
Arthur Trindade Maranhao Costa,Colaborador,Ciência Política,9534520176831048
Arthur Trindade Maranhao Costa,Permanente,Sociologia,9534520176831048
Augusto Cesar Luitgards Moura Filho,Permanente,Lingüística Aplicada,9543976872116442
Luiz Claudio Martino,Permanente,Comunicação,9545839725442236
Jose Raimundo Correa,Permanente,Ciências Biológicas,9549032561542665
Jose Raimundo Correa,Permanente,Patologia Molecular,9549032561542665
Edna Dias Canedo,Permanente,Computação Aplicada,9554285834432091
Belidson Dias Bezerra Junior,Permanente,Artes,9561648349509502
Marilia Luiza Peluso,Colaborador,Geografia,9563937823266641
Katia Augusta Curado Pinheiro Cordeiro da Silva,Permanente,Educação,9567141312757077
